node_id,name,latitude,longitude,type,usage,voltage_kv,capacity_mw,age_years,urban,last_maintenance_months,maintenance_quality,risk_tier,load_mean,load_std,load_max,load_min,load_trend,temp_mean,temp_max,voltage_dev_mean,voltage_dev_max,voltage_spikes,utilization_rate,load_variability,overload_risk,load_range,degree,maintenance_quality_encoded,maintenance_risk,age_bucket,age_load_interaction,voltage_load_interaction,age_maintenance_interaction,volatility_maintenance_interaction,stress_duration_pct,raw_risk_score,normalized_risk_score,risk_score,has_failure
20,Node_0020,20.730943636556084,78.89114516789009,distribution,residential,11,24.349486086489794,19,suburban,11,average,medium,0.4880826983382415,0.1245642265133788,0.9106526441578611,0.18832323559132763,0.00021327240527825318,0.5214688097407499,0.9018950876649512,0.0138692551107858,0.0652897385250926,6,0.4880826983382415,0.25521079056210544,0.9106526441578611,0.7223294085665335,7,1,0.4583333333333333,1,0.39391191319805935,0.05945627302425094,8.708333333333332,0.11697161234096498,0.005952380952380952,73.26445474116804,0.29377681219392776,0.5323177606535319,0
21,Node_0021,21.42370940674854,78.97056333106163,generation,industrial,132,197.05334846852432,18,suburban,8,average,low,0.28233079486389245,0.10293934975426346,0.4582563962959028,0.0940719956050104,-0.0012802461739646004,0.5243379440539166,0.8821036833941612,0.01452622860837859,0.04531615863218397,2,0.28233079486389245,0.3646041700825401,0.4582563962959028,0.3641844006908924,4,1,0.3333333333333333,1,0.09449951613574839,0.020766419548758092,6.0,0.1215347233608467,0.0,51.138243914650886,0.1420591047773609,0.3738850887410956,0
22,Node_0022,21.20774810999324,78.90276415092737,distribution,residential,11,57.90609680621204,8,urban,9,good,low,0.468282617276918,0.09108713774513191,0.7574873943135723,0.27218062179096403,8.085359115923485e-05,0.5188421920257561,0.8758560362038452,0.012156344792129417,0.03810153893107194,0,0.468282617276918,0.19451275762070452,0.7574873943135723,0.48530677252260823,5,2,0.375,0,0.11475743050879306,0.028861435444234813,3.0,0.0729422841077642,0.0,43.86859051946303,0.09221165663187222,0.38464711618884306,0
23,Node_0023,20.68336622954398,79.30538144704676,distribution,residential,132,75.33564181632099,13,suburban,4,average,low,0.46435492183606847,0.09211187888886885,0.8062562978467844,0.23915052084653945,0.00013111593373024168,0.5221644980878033,0.895243315300782,0.014592249035536523,0.04846722674326688,5,0.46435492183606847,0.1983648200816681,0.8062562978467844,0.567105777000245,7,1,0.16666666666666666,0,0.2112659957907209,0.03907700680092702,2.1666666666666665,0.03306080334694468,0.0,52.00989080360777,0.1480359197280181,0.40353189363692504,0
24,Node_0024,21.45156391829333,79.41344866665219,distribution,residential,11,104.0827667052749,20,rural,8,average,medium,0.5014556577266246,0.11157132360174869,0.868318110459722,0.250989864017814,4.143469135706036e-05,0.5196661669142789,0.8574670988959596,0.012989054539250417,0.05826419639674345,5,0.5014556577266246,0.22249445068206314,0.868318110459722,0.617328246441908,5,1,0.3333333333333333,1,0.37698817047617095,0.050591856922674414,6.666666666666666,0.07416481689402105,0.011904761904761904,71.64977583484088,0.28270508446781145,0.49614040591894737,0
25,Node_0025,21.1115255776675,78.82844501846431,distribution,residential,11,104.30537647953732,30,suburban,17,poor,high,0.7183118993873653,0.1819554926015852,1.0,0.2564660347279096,-0.00019667332220986983,0.5193176828624549,0.8397499061647702,0.02671704933556279,0.09940669866119468,36,0.7183118993873653,0.2533095156118892,1.0,0.7435339652720905,6,0,0.7083333333333334,2,0.75,0.09940669866119468,21.25,0.1794275735584215,0.2976190476190476,134.21009870585726,0.7116763545894775,0.6816350849774517,1
26,Node_0026,21.387108708350762,79.41581026134915,distribution,residential,33,39.30877591377383,10,rural,3,good,low,0.4608720674697935,0.09582734603291976,0.7686239885754436,0.2485509659189008,9.786724209928707e-05,0.5219258637042741,0.8970904738286245,0.01133020605922688,0.03979556722338143,0,0.4608720674697935,0.2079256801856847,0.7686239885754436,0.5200730226565428,4,2,0.125,0,0.1476957089534059,0.030587827606857625,1.25,0.025990710023210586,0.0,43.84560089120588,0.09205401853826096,0.36463654306891397,0
27,Node_0027,21.072590372193922,79.23693513887574,distribution,industrial,11,47.25511386370188,19,suburban,9,average,medium,0.4744754275318454,0.17836308096636705,0.8253283043581326,0.12817630444182188,-0.002217003709773507,0.5248118008577048,0.8954887952169301,0.013979113355479125,0.04183385240201951,1,0.4744754275318454,0.3759155789765675,0.8253283043581326,0.6971519999163107,6,1,0.375,1,0.3235542347379684,0.03452666246772716,7.125,0.1409683421162128,0.0,65.08318495377361,0.23767848132146144,0.49478377623379866,0
28,Node_0028,21.606018072382827,79.24853583051413,distribution,residential,132,121.47999561199214,21,suburban,20,average,medium,0.605210064910899,0.1364769624498298,1.0,0.29834778713654303,-1.5234679109864525e-05,0.525911877346495,0.8671221104938014,0.01492961706444688,0.06156485476213022,6,0.605210064910899,0.2255030853904205,1.0,0.701652212863457,7,1,0.8333333333333334,1,0.525,0.06156485476213022,17.5,0.18791923782535042,0.06547619047619048,87.45726102938022,0.3910957814805426,0.618999576776698,0
29,Node_0029,21.03135250149167,79.5036162014667,transmission,industrial,220,327.4382543994235,6,rural,8,average,low,0.31274365454980757,0.10867955696109335,0.517769786870518,0.12427425367635275,-0.0013311897250428532,0.5195957894572817,0.8777919062510301,0.0131411144492277,0.043055368203405685,2,0.31274365454980757,0.3475025244397426,0.517769786870518,0.39349553319416525,6,1,0.3333333333333333,0,0.04021283282939125,0.02229276881830904,2.0,0.11583417481324754,0.0,46.02145821738551,0.10697370306001769,0.32226564874047925,0
30,Node_0030,21.367249157109573,79.5294789289068,distribution,residential,11,47.56020805988817,17,rural,8,average,medium,0.4739763029836529,0.11572812223486946,0.8186711552624117,0.25559747977055575,0.00026237113266705785,0.523700659331231,0.9194849850334254,0.01492295993565059,0.05131141465195209,8,0.4739763029836529,0.24416384815553255,0.8186711552624117,0.5630736754918559,3,1,0.3333333333333333,1,0.284844545694944,0.04200717511126226,5.666666666666666,0.08138794938517752,0.0,64.64623880569593,0.2346823755548384,0.4629924720706757,0
31,Node_0031,20.789803223919822,79.58766789420258,distribution,residential,132,101.95413235238286,12,suburban,11,average,low,0.4372857738011922,0.08575153640267198,0.7054769376768573,0.2510628329252362,2.12284551195023e-05,0.5217627085021048,0.8538448971588543,0.013951229110520188,0.0390127655913239,0,0.4372857738011922,0.19609908540626936,0.7054769376768573,0.4544141047516211,3,1,0.4583333333333333,0,0.1493093128781749,0.02752260639967225,5.5,0.08987874747787346,0.0,50.98964225087404,0.14104015472200435,0.4042025547828204,0
32,Node_0032,20.686882364955558,78.9354884743057,distribution,residential,33,96.16004810460973,22,urban,4,poor,low,0.4344238892035641,0.09169272315469958,0.680554469741623,0.22619032746630113,5.660449769845031e-05,0.5248998398997728,0.8964046506992268,0.02232368731625231,0.0886790928952263,22,0.4344238892035641,0.21106691958373022,0.680554469741623,0.4543641422753219,7,0,0.16666666666666666,1,0.25473491245691593,0.060350953042478866,3.6666666666666665,0.035177819930621704,0.0,70.69828317248384,0.2761807732566261,0.44671371752503225,0
33,Node_0033,21.293319795570163,79.5571443971743,distribution,industrial,132,102.11298756864292,28,suburban,19,average,high,0.5057896106150738,0.20608631763565516,1.0,0.1367907535186958,-0.002328488911646034,0.5285582719050188,0.8433581269076779,0.016795138562086368,0.08262927546267687,8,0.5057896106150738,0.40745382241287753,1.0,0.8632092464813041,3,1,0.7916666666666666,2,0.7,0.08262927546267687,22.166666666666664,0.3225676094101947,0.05357142857142857,103.31734515964688,0.4998471453062075,0.6938395146669882,0
34,Node_0034,20.75818593229153,78.85670491725284,generation,industrial,132,294.08770977681945,24,suburban,19,poor,critical,0.6014709179972856,0.24695463110185603,1.0,0.07383895972080812,-0.0023330548256185737,0.5245866764375444,0.8995881633880611,0.024999980412055627,0.12565450222866187,33,0.6014709179972856,0.4105838090066418,1.0,0.9261610402791919,5,0,0.7916666666666666,1,0.6,0.12565450222866187,19.0,0.32504551546359145,0.20833333333333334,128.59072397544938,0.6731447389460831,0.7047479793124821,1
35,Node_0035,21.426271138380155,78.78937523228888,distribution,residential,132,13.617456110801566,22,urban,13,poor,high,0.6356711625599389,0.14645217817386663,1.0,0.260894734715248,-0.00018781484660022248,0.5263445831268695,0.9197017995613757,0.022859142855763747,0.09528122729943764,22,0.6356711625599389,0.23038947872765678,1.0,0.7391052652847521,5,0,0.5416666666666666,1,0.55,0.09528122729943764,11.916666666666666,0.12479430097748075,0.06547619047619048,98.71915299181225,0.4683176991016811,0.6066334246008878,1
36,Node_0036,20.878701838649484,79.43352997568873,distribution,residential,33,121.87150040807363,12,suburban,5,good,low,0.34042304946293644,0.07042178024638361,0.5944625630666893,0.1905964709743561,0.00012347216926950356,0.526110922015052,0.8611106279957308,0.010842196481467316,0.04133690012442354,3,0.34042304946293644,0.206864880308789,0.5944625630666893,0.4038660920923332,6,2,0.20833333333333334,0,0.10601572166634528,0.024573239597196563,2.5,0.04309685006433104,0.0,38.70031075187716,0.05677316407779121,0.33675130643810675,0
37,Node_0037,20.72581826975768,78.94766462185395,generation,industrial,220,247.09270571953664,12,rural,3,average,low,0.2879251722019573,0.10304414293218514,0.5009699577217906,0.10205555371190665,-0.0012378535871852476,0.5240315713749698,0.917420531839516,0.01438386425032757,0.056238506130850165,9,0.2879251722019573,0.3578839052530031,0.5009699577217906,0.398914404009884,7,1,0.125,0,0.07529126956193181,0.02817380203870867,1.5,0.04473548815662539,0.0,47.47973848133848,0.11697301745471818,0.33000112675982846,0
38,Node_0038,21.450766833881687,79.55552811135347,distribution,residential,33,94.97623627839715,18,urban,7,good,medium,0.5322825938063277,0.10526845909660576,0.8826033943713615,0.30685353934627263,4.57430751597672e-05,0.5252668357050683,0.8904411582753003,0.011412986979946515,0.03876387202578353,0,0.5322825938063277,0.19776761921936648,0.8826033943713615,0.5757498550250888,6,2,0.2916666666666667,1,0.35054493829013206,0.03421312502893361,5.25,0.057682222272315224,0.005952380952380952,58.12453805459849,0.18996358053967063,0.4650133220304021,0
39,Node_0039,21.35881429186174,78.95448638620653,distribution,industrial,11,11.18938100500933,10,urban,5,average,low,0.33424280011922364,0.11856483488037557,0.5367370988234017,0.11320175651099872,-0.0014911287608101698,0.5243542543414984,0.9306946425965689,0.014965973868890481,0.051493633010114274,2,0.33424280011922364,0.3547256069913156,0.5367370988234017,0.423535342312403,6,1,0.20833333333333334,0,0.07202167831334053,0.027638543189725685,2.0833333333333335,0.07390116812319075,0.0,42.94815872338212,0.0859003273658892,0.3383393206480195,0
40,Node_0040,21.39331297058248,79.13796455126602,distribution,residential,11,101.8401896514353,9,suburban,3,average,low,0.403674541994785,0.08793951991235743,0.7180582750965531,0.21257362051623632,5.944143401614543e-05,0.5217297931369376,0.8575039489925939,0.016920675055543392,0.048864199003467335,9,0.403674541994785,0.2178470349672399,0.7180582750965531,0.5054846545803168,6,1,0.125,0,0.11601172944779334,0.035087342450404464,1.125,0.027230879370904987,0.0,44.34286299997967,0.09546370615806217,0.3523025802950218,0
41,Node_0041,20.732419760854697,79.25735415553486,distribution,residential,132,141.86678221645883,22,suburban,10,average,medium,0.6067472910832452,0.12793988790764002,0.9917681850492119,0.26115835270597426,0.00011084225679930188,0.5236968981005857,0.8724210987112804,0.014842630810909165,0.07153759471129663,5,0.6067472910832452,0.21086155459824246,0.9917681850492119,0.7306098323432377,6,1,0.4166666666666667,1,0.5409822730816944,0.07094871046960877,9.166666666666668,0.08785898108260103,0.041666666666666664,82.93058411365166,0.36005670979969406,0.5647270883195307,0
42,Node_0042,21.54770957174889,79.03455457942992,distribution,industrial,33,14.07732989847474,11,suburban,10,good,low,0.40957317421192035,0.14466586756810737,0.6594112680493704,0.16074153523877113,-0.0018011801441766295,0.5187285407971446,0.8980814159521112,0.010846113346338908,0.04602403718763891,1,0.40957317421192035,0.35321042359778987,0.6594112680493704,0.49866973281059934,4,2,0.4166666666666667,0,0.11957638561838164,0.030348768722652353,4.583333333333334,0.14717100983241246,0.0,48.05222283552862,0.12089849816312258,0.4075084254915784,0
43,Node_0043,21.40989558657888,78.8360124429069,generation,industrial,132,273.9082337718437,28,urban,9,average,high,0.6124958244567053,0.23433363340298863,1.0,0.14472260089215155,-0.002802813980584223,0.5258607804978412,0.9255645940497724,0.015574705983984263,0.08590829380662891,7,0.6124958244567053,0.3825875074713186,1.0,0.8552773991078484,7,1,0.375,2,0.7,0.08590829380662891,10.5,0.14347031530174448,0.18452380952380953,108.03918515157285,0.5322244350274243,0.6300619093892218,1
44,Node_0044,21.412970718449063,79.56088874326109,transmission,industrial,400,433.84490506535855,9,urban,7,good,low,0.299315997119751,0.10656968617470877,0.49688257761089133,0.1121399434877127,-0.0012835744224346138,0.5256899389373029,0.8889389665021602,0.012189436179643968,0.04921828977747383,2,0.299315997119751,0.35604288162784253,0.49688257761089133,0.38474263412317866,5,2,0.2916666666666667,0,0.055550766584979774,0.02445571069023098,2.625,0.10384584047478741,0.0,42.69097168170281,0.08413681581631695,0.33194406866632037,0
45,Node_0045,21.55266657733984,79.17556986857558,transmission,industrial,400,301.399634308547,28,urban,7,average,medium,0.5126768633239301,0.18836646115722197,0.8939431319898621,0.16097293240942617,-0.0024176196401847374,0.5244398215698283,0.8917109118159569,0.014897168675620801,0.05744429124758121,6,0.5126768633239301,0.36741680230925944,0.8939431319898621,0.7329701995804359,6,1,0.2916666666666667,2,0.5593940262622907,0.051351929632800566,8.166666666666668,0.10716323400686734,0.011904761904761904,90.68417767019668,0.41322249800727406,0.5621813269510361,1
46,Node_0046,21.076741336518328,78.78620303030755,distribution,industrial,33,36.537771195171665,15,suburban,7,average,low,0.3488867883550179,0.12872605859973546,0.597842323120809,0.10367855751388895,-0.0015433785891791577,0.525320077553094,0.8906455434292888,0.013540991338560345,0.06283468456367455,4,0.3488867883550179,0.36896120442240193,0.597842323120809,0.49416376560692005,7,1,0.2916666666666667,0,0.13403079124293216,0.03756523379211043,4.375,0.10761368462320058,0.0,53.07011136741907,0.15530576970633317,0.40696198844747006,0
47,Node_0047,21.441765089600608,78.89395612751238,distribution,residential,11,123.17009514973034,32,urban,5,poor,medium,0.5709684320074795,0.1254121168934112,0.9234967141249005,0.299089169432008,-1.5721374131502648e-05,0.5202948031058295,0.9117615290053017,0.021496688058478226,0.09270655575233983,26,0.5709684320074795,0.21964769016175342,0.9234967141249005,0.6244075446928925,6,0,0.20833333333333334,2,0.6822769447995907,0.08561419961512272,6.666666666666667,0.045759935450365295,0.023809523809523808,112.63037186163493,0.5637058453526496,0.5844934267628419,1
48,Node_0048,21.27958328474729,78.84140116336998,generation,industrial,132,271.74899370591606,28,suburban,9,good,medium,0.3888295098797472,0.14132666794630286,0.6630784835226685,0.11791676754333036,-0.001624058299047124,0.5230804359264278,0.8717848890066413,0.011344605959019483,0.03416501845185121,0,0.3888295098797472,0.36346599445092587,0.6630784835226685,0.5451617159793382,6,2,0.375,2,0.30777115271750527,0.022654088624577486,10.5,0.1362997479190972,0.0,65.27836398880571,0.23901680879031836,0.4874189976664022,0
49,Node_0049,21.43593137372611,78.80598080176757,distribution,residential,11,86.08782000162203,8,suburban,7,good,low,0.3300783572719077,0.06481029433066318,0.5213704493606544,0.1781242277659024,-1.0359169700825543e-05,0.526031355156312,0.9095975281627604,0.013331199889734132,0.044220855368614885,1,0.3300783572719077,0.19634761430195938,0.5213704493606544,0.34324622159475193,4,2,0.2916666666666667,0,0.054365429093306133,0.023055447234647246,2.3333333333333335,0.05726805417140482,0.0,35.6899751666684,0.036131527011085435,0.3061638310542393,0
50,Node_0050,21.052206286800995,79.43946116736205,distribution,residential,132,10.54797480295469,36,rural,20,average,critical,0.6879506517059356,0.16872779258976897,1.0,0.2792802298508295,0.00015307815053864802,0.5208817940793052,0.8461660801083265,0.01784232595379203,0.08394974303491534,16,0.6879506517059356,0.24526111998040748,1.0,0.7207197701491705,5,1,0.8333333333333334,3,0.9,0.08394974303491534,30.0,0.20438426665033957,0.16666666666666666,121.41938204375447,0.6239714048624582,0.7202264324845044,1
51,Node_0051,21.08358147729962,78.81893459020705,distribution,residential,132,68.11500475969056,23,urban,12,poor,high,0.6095550295822654,0.1432578306514108,1.0,0.2879486080404391,0.00037969171554282316,0.522969101007889,0.888360901543414,0.02382944634862428,0.1236765485088191,33,0.6095550295822654,0.23501995501477815,1.0,0.7120513919595609,4,0,0.5,1,0.575,0.1236765485088191,11.5,0.11750997750738908,0.06547619047619048,105.53391942917946,0.5150460227429625,0.6277493287649528,1
52,Node_0052,20.800808667416756,79.25265065709326,distribution,residential,33,11.541870166985044,38,suburban,9,poor,high,0.7265323841735158,0.18077528889505473,1.0,0.29425238167253664,9.32088402679391e-05,0.5261202585257142,0.9041578925019703,0.02668094516869482,0.12126920385049007,35,0.7265323841735158,0.24881897079058474,1.0,0.7057476183274634,6,0,0.375,3,0.95,0.12126920385049007,14.25,0.09330711404646927,0.25595238095238093,142.426615004393,0.7680163680485702,0.6907904917438296,1
